text,intent,tema,lokasi,budget_min,budget_max,jumlah_tamu,tipe_acara,venue,waktu
estimasi melayu semarang 150 estimasi akad+resepsi resort,estimasi_budget,melayu,semarang,0,0,150,akad+resepsi,resort,pagi
cek batak makassar 500 120jt-180jt lamaran+akad,tanya_kemungkinan,batak,makassar,120000000,180000000,500,lamaran+akad,restoran,pagi
paket jawa puncak 550 150jt-200jt gedung minggu,cari_rekomendasi_paket,jawa,puncak,150000000,200000000,550,akad+resepsi,gedung,minggu
cek jawa bandung 100 150jt-200jt resepsi outdoor,tanya_kemungkinan,jawa,bandung,150000000,200000000,100,resepsi,outdoor,
dekor sunda bogor 550 <= 20jt akad+resepsi kebun,cari_dekor,sunda,bogor,0,20000000,550,akad+resepsi,kebun,
cek sunda jakarta selatan 500 <= 20jt lamaran+akad rooftop,tanya_kemungkinan,sunda,jakarta selatan,0,20000000,500,lamaran+akad,rooftop,malam
catering jawa bandung 150 90jt-105jt lamaran ballroom,cari_catering,jawa,bandung,90000000,105000000,150,lamaran,ballroom,
vendor jawa padang 450 100jt-150jt lamaran taman,cari_vendor,jawa,padang,100000000,150000000,450,lamaran,taman,siang
estimasi sunda sentul 550 estimasi akad gedung,estimasi_budget,sunda,sentul,0,0,550,akad,gedung,minggu
paket minimalis bekasi 20 60jt-70jt lamaran+akad masjid,cari_rekomendasi_paket,minimalis,bekasi,60000000,70000000,20,lamaran+akad,masjid,malam
cek batak cirebon 350 <= 8jt resepsi taman,tanya_kemungkinan,batak,cirebon,0,8000000,350,resepsi,taman,minggu
estimasi minang semarang 20 estimasi lamaran rumah minggu,estimasi_budget,minang,semarang,0,0,20,lamaran,rumah,minggu
venue melayu surakarta 500 <= 8jt akad restoran,cari_venue,melayu,surakarta,0,8000000,500,akad,restoran,
venue rustic yogyakarta 20 30jt-40jt akad+resepsi villa,cari_venue,rustic,yogyakarta,30000000,40000000,20,akad+resepsi,villa,pagi
dekor minang puncak 200 30jt-40jt lamaran+akad hotel,cari_dekor,minang,puncak,30000000,40000000,200,lamaran+akad,hotel,
estimasi minang surakarta 350 estimasi akad hotel,estimasi_budget,minang,surakarta,0,0,350,akad,hotel,weekday
venue rustic jakarta pusat 200 120jt-150jt resepsi resort,cari_venue,rustic,jakarta pusat,120000000,150000000,200,resepsi,resort,minggu
catering internasional depok 80 60jt-80jt akad rumah,cari_catering,internasional,depok,60000000,80000000,80,akad,rumah,siang
catering bugis tasikmalaya 20 30jt-50jt akad cafe,cari_catering,bugis,tasikmalaya,30000000,50000000,20,akad,cafe,
venue jawa depok 30 70jt-90jt akad+resepsi minggu,cari_venue,jawa,depok,70000000,90000000,30,akad+resepsi,masjid,minggu
paket batak surakarta 80 30jt-50jt lamaran+akad ballroom siang,cari_rekomendasi_paket,batak,surakarta,30000000,50000000,80,lamaran+akad,ballroom,siang
catering internasional depok 100 180jt-215jt akad taman,cari_catering,internasional,depok,180000000,215000000,100,akad,taman,weekday
vendor batak yogyakarta 120 180jt-215jt resepsi masjid,cari_vendor,batak,yogyakarta,180000000,215000000,120,resepsi,masjid,pagi
catering melayu padang 600 180jt-250jt akad+resepsi rumah,cari_catering,melayu,padang,180000000,250000000,600,akad+resepsi,rumah,minggu
paket mix_sunda_jawa padang 500 lamaran+akad,cari_rekomendasi_paket,mix_sunda_jawa,padang,180000000,250000000,500,lamaran+akad,taman,malam
venue jawa surabaya 180 200jt-300jt akad+resepsi taman,cari_venue,jawa,surabaya,200000000,300000000,180,akad+resepsi,taman,weekday
paket mix_sunda_jawa sentul 50 <= 20jt resepsi gedung,cari_rekomendasi_paket,mix_sunda_jawa,sentul,0,20000000,50,resepsi,gedung,
paket minimalis bali 250 <= 10jt lamaran+akad,cari_rekomendasi_paket,minimalis,bali,0,10000000,250,lamaran+akad,rooftop,siang
vendor minang jakarta selatan 550 180jt-250jt lamaran+akad masjid,cari_vendor,minang,jakarta selatan,180000000,250000000,550,lamaran+akad,masjid,minggu
paket bugis depok 200 30jt-50jt taman pagi,cari_rekomendasi_paket,bugis,depok,30000000,50000000,200,resepsi,taman,pagi
dekor jawa jakarta pusat 600 <= 5jt resepsi outdoor,cari_dekor,jawa,jakarta pusat,0,5000000,600,resepsi,outdoor,minggu
catering internasional cirebon 550 60jt-80jt akad rumah,cari_catering,internasional,cirebon,60000000,80000000,550,akad,rumah,malam
paket melayu padang 50 20jt-40jt lamaran+akad rooftop,cari_rekomendasi_paket,melayu,padang,20000000,40000000,50,lamaran+akad,rooftop,malam
venue melayu malang 150 5jt-10jt restoran,cari_venue,melayu,malang,5000000,10000000,150,akad+resepsi,restoran,minggu
cek bugis surakarta 50 <= 5jt lamaran+akad,tanya_kemungkinan,bugis,surakarta,0,5000000,50,lamaran+akad,taman,
catering internasional jakarta barat 400 <= 5jt lamaran resort,cari_catering,internasional,jakarta barat,0,5000000,400,lamaran,resort,pagi
catering mix_sunda_jawa bekasi 250 70jt-80jt akad outdoor,cari_catering,mix_sunda_jawa,bekasi,70000000,80000000,250,akad,outdoor,pagi
estimasi melayu malang 150 estimasi akad+resepsi gedung,estimasi_budget,melayu,malang,0,0,150,akad+resepsi,gedung,malam
dekor jawa bali 150 120jt-180jt akad+resepsi pantai siang,cari_dekor,jawa,bali,120000000,180000000,150,akad+resepsi,pantai,siang
venue jawa jakarta barat 350 <= 5jt pantai,cari_venue,jawa,jakarta barat,0,5000000,350,akad,pantai,pagi
cek minimalis jakarta barat 180 120jt-180jt lamaran rooftop,tanya_kemungkinan,minimalis,jakarta barat,120000000,180000000,180,lamaran,rooftop,weekday
dekor minimalis jakarta barat 80 100jt-150jt akad+resepsi ballroom weekday,cari_dekor,minimalis,jakarta barat,100000000,150000000,80,akad+resepsi,ballroom,weekday
vendor rustic garut 550 180jt-250jt lamaran,cari_vendor,rustic,garut,180000000,250000000,550,lamaran,masjid,weekday
vendor rustic bali 300 akad+resepsi restoran,cari_vendor,rustic,bali,50000000,70000000,300,akad+resepsi,restoran,
catering modern tasikmalaya 120 150jt-175jt akad gedung,cari_catering,modern,tasikmalaya,150000000,175000000,120,akad,gedung,minggu
paket rustic jakarta pusat 20 90jt-120jt pantai malam,cari_rekomendasi_paket,rustic,jakarta pusat,90000000,120000000,20,akad+resepsi,pantai,malam
cek modern bekasi 600 120jt-180jt lamaran+akad taman pagi,tanya_kemungkinan,modern,bekasi,120000000,180000000,600,lamaran+akad,taman,pagi
paket batak jakarta selatan 600 10jt-30jt akad villa,cari_rekomendasi_paket,batak,jakarta selatan,10000000,30000000,600,akad,villa,weekday
dekor mix_sunda_jawa tasikmalaya 300 10jt-20jt resepsi kebun pagi,cari_dekor,mix_sunda_jawa,tasikmalaya,10000000,20000000,300,resepsi,kebun,pagi
venue jawa jakarta timur 180 <= 8jt akad outdoor,cari_venue,jawa,jakarta timur,0,8000000,180,akad,outdoor,malam
paket batak surabaya 150 50jt-70jt akad,cari_rekomendasi_paket,batak,surabaya,50000000,70000000,150,akad,villa,malam
cek modern makassar 450 5jt-15jt resepsi ballroom,tanya_kemungkinan,modern,makassar,5000000,15000000,450,resepsi,ballroom,siang
cek internasional sentul 250 <= 10jt akad taman siang,tanya_kemungkinan,internasional,sentul,0,10000000,250,akad,taman,siang
dekor jawa jakarta selatan 600 5jt-15jt lamaran outdoor,cari_dekor,jawa,jakarta selatan,5000000,15000000,600,lamaran,outdoor,siang
vendor jawa surakarta 180 30jt-50jt resepsi masjid,cari_vendor,jawa,surakarta,30000000,50000000,180,resepsi,masjid,
estimasi jawa garut 250 estimasi lamaran hotel pagi,estimasi_budget,jawa,garut,0,0,250,lamaran,hotel,pagi
paket minang tasikmalaya 200 20jt-30jt resepsi ballroom minggu,cari_rekomendasi_paket,minang,tasikmalaya,20000000,30000000,200,resepsi,ballroom,minggu
venue minimalis tasikmalaya 80 10jt-30jt akad+resepsi resort,cari_venue,minimalis,tasikmalaya,10000000,30000000,80,akad+resepsi,resort,minggu
cek minang depok 400 outdoor,tanya_kemungkinan,minang,depok,5000000,15000000,400,resepsi,outdoor,pagi
cek melayu jakarta barat 350 <= 5jt akad+resepsi taman,tanya_kemungkinan,melayu,jakarta barat,0,5000000,350,akad+resepsi,taman,malam
dekor jawa bogor 100 200jt-300jt akad villa,cari_dekor,jawa,bogor,200000000,300000000,100,akad,villa,
vendor melayu bekasi 150 120jt-180jt pantai,cari_vendor,melayu,bekasi,120000000,180000000,150,resepsi,pantai,minggu
estimasi batak malang 300 estimasi resepsi pantai,estimasi_budget,batak,malang,0,0,300,resepsi,pantai,
catering jawa bogor 400 100jt-125jt akad+resepsi cafe weekday,cari_catering,jawa,bogor,100000000,125000000,400,akad+resepsi,cafe,weekday
venue mix_sunda_jawa jakarta timur 400 20jt-40jt akad+resepsi restoran,cari_venue,mix_sunda_jawa,jakarta timur,20000000,40000000,400,akad+resepsi,restoran,malam
vendor batak padang 250 40jt-60jt resepsi villa,cari_vendor,batak,padang,40000000,60000000,250,resepsi,villa,siang
cek jawa yogyakarta 300 150jt-200jt lamaran+akad taman minggu,tanya_kemungkinan,jawa,yogyakarta,150000000,200000000,300,lamaran+akad,taman,minggu
paket mix_sunda_jawa cirebon 400 <= 20jt lamaran ballroom,cari_rekomendasi_paket,mix_sunda_jawa,cirebon,0,20000000,400,lamaran,ballroom,pagi
paket minang bandung 150 50jt-70jt lamaran,cari_rekomendasi_paket,minang,bandung,50000000,70000000,150,lamaran,villa,pagi
vendor internasional sentul 120 akad taman siang,cari_vendor,internasional,sentul,60000000,80000000,120,akad,taman,siang
catering minang tasikmalaya 180 100jt-150jt akad restoran,cari_catering,minang,tasikmalaya,100000000,150000000,180,akad,restoran,pagi
vendor melayu jakarta pusat 350 50jt-70jt lamaran+akad hotel,cari_vendor,melayu,jakarta pusat,50000000,70000000,350,lamaran+akad,hotel,minggu
cek modern medan 450 200jt-250jt akad+resepsi outdoor siang,tanya_kemungkinan,modern,medan,200000000,250000000,450,akad+resepsi,outdoor,siang
paket modern puncak 150 70jt-80jt lamaran gedung siang,cari_rekomendasi_paket,modern,puncak,70000000,80000000,150,lamaran,gedung,siang
cek batak surakarta 250 180jt-250jt lamaran ballroom,tanya_kemungkinan,batak,surakarta,180000000,250000000,250,lamaran,ballroom,
cek jawa depok 180 10jt-20jt resepsi resort weekday,tanya_kemungkinan,jawa,depok,10000000,20000000,180,resepsi,resort,weekday
paket bugis semarang 180 30jt-50jt akad ballroom minggu,cari_rekomendasi_paket,bugis,semarang,30000000,50000000,180,akad,ballroom,minggu
dekor melayu sentul 250 50jt-70jt akad cafe malam,cari_dekor,melayu,sentul,50000000,70000000,250,akad,cafe,malam
cek batak surabaya 80 100jt-150jt lamaran+akad,tanya_kemungkinan,batak,surabaya,100000000,150000000,80,lamaran+akad,cafe,
vendor internasional malang 400 70jt-90jt lamaran restoran minggu,cari_vendor,internasional,malang,70000000,90000000,400,lamaran,restoran,minggu
catering bugis jakarta barat 250 30jt-40jt lamaran+akad,cari_catering,bugis,jakarta barat,30000000,40000000,250,lamaran+akad,rumah,pagi
cek jawa makassar 80 <= 10jt lamaran outdoor,tanya_kemungkinan,jawa,makassar,0,10000000,80,lamaran,outdoor,siang
estimasi mix_sunda_jawa pekanbaru 180 estimasi lamaran+akad hotel,estimasi_budget,mix_sunda_jawa,pekanbaru,0,0,180,lamaran+akad,hotel,malam
venue melayu jakarta pusat 120 50jt-70jt akad,cari_venue,melayu,jakarta pusat,50000000,70000000,120,akad,pantai,minggu
catering bugis depok 500 180jt-215jt lamaran,cari_catering,bugis,depok,180000000,215000000,500,lamaran,resort,
vendor rustic jakarta timur 50 30jt-50jt resepsi,cari_vendor,rustic,jakarta timur,30000000,50000000,50,resepsi,resort,pagi
vendor bugis depok 600 <= 5jt lamaran masjid,cari_vendor,bugis,depok,0,5000000,600,lamaran,masjid,
vendor jawa yogyakarta 200 150jt-200jt akad taman,cari_vendor,jawa,yogyakarta,150000000,200000000,200,akad,taman,malam
estimasi jawa puncak 200 estimasi akad+resepsi hotel,estimasi_budget,jawa,puncak,0,0,200,akad+resepsi,hotel,minggu
paket bugis jakarta barat 550 30jt-40jt masjid,cari_rekomendasi_paket,bugis,jakarta barat,30000000,40000000,550,akad+resepsi,masjid,pagi
vendor jawa jakarta pusat 150 5jt-15jt resepsi hotel,cari_vendor,jawa,jakarta pusat,5000000,15000000,150,resepsi,hotel,weekday
vendor jawa medan 20 5jt-15jt lamaran restoran,cari_vendor,jawa,medan,5000000,15000000,20,lamaran,restoran,siang
vendor mix_sunda_jawa bali 100 5jt-10jt akad+resepsi pantai,cari_vendor,mix_sunda_jawa,bali,5000000,10000000,100,akad+resepsi,pantai,malam
paket mix_sunda_jawa jakarta timur 600 <= 8jt akad hotel siang,cari_rekomendasi_paket,mix_sunda_jawa,jakarta timur,0,8000000,600,akad,hotel,siang
venue melayu semarang 250 60jt-70jt akad+resepsi outdoor,cari_venue,melayu,semarang,60000000,70000000,250,akad+resepsi,outdoor,siang
paket bugis sentul 450 40jt-60jt resepsi cafe,cari_rekomendasi_paket,bugis,sentul,40000000,60000000,450,resepsi,cafe,pagi
dekor jawa jakarta timur 180 50jt-70jt resepsi weekday,cari_dekor,jawa,jakarta timur,50000000,70000000,180,resepsi,resort,weekday
venue bugis jakarta barat 200 100jt-150jt ballroom,cari_venue,bugis,jakarta barat,100000000,150000000,200,lamaran,ballroom,
venue minang garut 600 10jt-30jt outdoor,cari_venue,minang,garut,10000000,30000000,600,lamaran+akad,outdoor,siang
venue bugis malang 600 200jt-300jt akad ballroom,cari_venue,bugis,malang,200000000,300000000,600,akad,ballroom,malam
vendor modern makassar 400 80jt-100jt resort,cari_vendor,modern,makassar,80000000,100000000,400,lamaran+akad,resort,pagi
dekor internasional cirebon 120 90jt-105jt lamaran+akad,cari_dekor,internasional,cirebon,90000000,105000000,120,lamaran+akad,kebun,weekday
dekor minimalis padang 20 90jt-120jt resepsi rumah weekday,cari_dekor,minimalis,padang,90000000,120000000,20,resepsi,rumah,weekday
vendor mix_sunda_jawa cirebon 300 90jt-120jt lamaran minggu,cari_vendor,mix_sunda_jawa,cirebon,90000000,120000000,300,lamaran,hotel,minggu
paket rustic tasikmalaya 20 150jt-200jt lamaran+akad,cari_rekomendasi_paket,rustic,tasikmalaya,150000000,200000000,20,lamaran+akad,cafe,pagi
paket bugis bandung 120 30jt-50jt resepsi,cari_rekomendasi_paket,bugis,bandung,30000000,50000000,120,resepsi,rooftop,pagi
estimasi batak cirebon 250 estimasi lamaran gedung weekday,estimasi_budget,batak,cirebon,0,0,250,lamaran,gedung,weekday
dekor rustic medan 250 60jt-70jt akad kebun,cari_dekor,rustic,medan,60000000,70000000,250,akad,kebun,
catering minimalis bekasi 180 resepsi malam,cari_catering,minimalis,bekasi,30000000,50000000,180,resepsi,gedung,malam
vendor rustic bogor 100 40jt-60jt akad+resepsi masjid minggu,cari_vendor,rustic,bogor,40000000,60000000,100,akad+resepsi,masjid,minggu
catering bugis medan 450 10jt-30jt akad+resepsi cafe,cari_catering,bugis,medan,10000000,30000000,450,akad+resepsi,cafe,malam
dekor melayu garut 100 50jt-70jt akad taman,cari_dekor,melayu,garut,50000000,70000000,100,akad,taman,siang
vendor sunda tasikmalaya 200 <= 8jt resepsi rooftop pagi,cari_vendor,sunda,tasikmalaya,0,8000000,200,resepsi,rooftop,pagi
estimasi minang bekasi 450 estimasi akad+resepsi,estimasi_budget,minang,bekasi,0,0,450,akad+resepsi,pantai,
vendor minang puncak 300 70jt-80jt lamaran+akad rumah,cari_vendor,minang,puncak,70000000,80000000,300,lamaran+akad,rumah,pagi
catering minimalis jakarta timur 400 180jt-250jt resepsi masjid,cari_catering,minimalis,jakarta timur,180000000,250000000,400,resepsi,masjid,
paket mix_sunda_jawa malang 300 30jt-50jt lamaran rumah,cari_rekomendasi_paket,mix_sunda_jawa,malang,30000000,50000000,300,lamaran,rumah,malam
estimasi batak bandung 600 resepsi cafe pagi,estimasi_budget,batak,bandung,0,0,600,resepsi,cafe,pagi
estimasi minang semarang 80 estimasi akad+resepsi minggu,estimasi_budget,minang,semarang,0,0,80,akad+resepsi,hotel,minggu
catering bugis pekanbaru 500 70jt-90jt lamaran pantai malam,cari_catering,bugis,pekanbaru,70000000,90000000,500,lamaran,pantai,malam
paket minang padang 350 <= 8jt akad,cari_rekomendasi_paket,minang,padang,0,8000000,350,akad,rumah,siang
paket internasional padang 250 akad gedung,cari_rekomendasi_paket,internasional,padang,0,5000000,250,akad,gedung,
dekor internasional makassar 550 20jt-40jt lamaran+akad,cari_dekor,internasional,makassar,20000000,40000000,550,lamaran+akad,outdoor,
venue rustic sentul 550 <= 5jt lamaran+akad outdoor,cari_venue,rustic,sentul,0,5000000,550,lamaran+akad,outdoor,malam
paket batak cirebon 100 180jt-250jt resepsi pantai weekday,cari_rekomendasi_paket,batak,cirebon,180000000,250000000,100,resepsi,pantai,weekday
catering internasional puncak 80 60jt-80jt resepsi rooftop malam,cari_catering,internasional,puncak,60000000,80000000,80,resepsi,rooftop,malam
catering batak surabaya 120 70jt-90jt resepsi resort,cari_catering,batak,surabaya,70000000,90000000,120,resepsi,resort,malam
dekor internasional jakarta selatan 20 <= 5jt lamaran,cari_dekor,internasional,jakarta selatan,0,5000000,20,lamaran,kebun,siang
catering mix_sunda_jawa bali 450 90jt-120jt akad rooftop,cari_catering,mix_sunda_jawa,bali,90000000,120000000,450,akad,rooftop,
catering batak sentul 50 5jt-15jt akad+resepsi,cari_catering,batak,sentul,5000000,15000000,50,akad+resepsi,cafe,minggu
dekor bugis sentul 300 30jt-50jt lamaran+akad gedung pagi,cari_dekor,bugis,sentul,30000000,50000000,300,lamaran+akad,gedung,pagi
catering batak padang 20 10jt-30jt rooftop,cari_catering,batak,padang,10000000,30000000,20,resepsi,rooftop,
dekor internasional surakarta 300 50jt-60jt lamaran+akad pantai,cari_dekor,internasional,surakarta,50000000,60000000,300,lamaran+akad,pantai,malam
catering melayu garut 180 <= 10jt akad resort,cari_catering,melayu,garut,0,10000000,180,akad,resort,pagi
venue rustic jakarta pusat 30 <= 5jt akad+resepsi hotel,cari_venue,rustic,jakarta pusat,0,5000000,30,akad+resepsi,hotel,
cek batak makassar 300 50jt-60jt resepsi,tanya_kemungkinan,batak,makassar,50000000,60000000,300,resepsi,ballroom,siang
venue minang bekasi 400 30jt-50jt akad+resepsi villa,cari_venue,minang,bekasi,30000000,50000000,400,akad+resepsi,villa,siang
venue melayu surabaya 80 <= 20jt akad kebun,cari_venue,melayu,surabaya,0,20000000,80,akad,kebun,pagi
estimasi rustic depok 20 estimasi resepsi rooftop,estimasi_budget,rustic,depok,0,0,20,resepsi,rooftop,minggu
vendor minang sentul 200 rooftop siang,cari_vendor,minang,sentul,150000000,200000000,200,resepsi,rooftop,siang
catering modern jakarta timur 100 80jt-100jt lamaran restoran,cari_catering,modern,jakarta timur,80000000,100000000,100,lamaran,restoran,weekday
paket batak puncak 120 10jt-20jt akad outdoor minggu,cari_rekomendasi_paket,batak,puncak,10000000,20000000,120,akad,outdoor,minggu
cek rustic jakarta timur 400 60jt-80jt akad hotel,tanya_kemungkinan,rustic,jakarta timur,60000000,80000000,400,akad,hotel,
paket internasional jakarta selatan 150 lamaran hotel pagi,cari_rekomendasi_paket,internasional,jakarta selatan,60000000,80000000,150,lamaran,hotel,pagi
venue minimalis medan 450 150jt-200jt akad+resepsi cafe pagi,cari_venue,minimalis,medan,150000000,200000000,450,akad+resepsi,cafe,pagi
venue minang tasikmalaya 180 30jt-50jt akad resort,cari_venue,minang,tasikmalaya,30000000,50000000,180,akad,resort,pagi
catering modern sentul 600 150jt-200jt lamaran rooftop,cari_catering,modern,sentul,150000000,200000000,600,lamaran,rooftop,weekday
vendor rustic puncak 180 <= 10jt lamaran+akad rooftop,cari_vendor,rustic,puncak,0,10000000,180,lamaran+akad,rooftop,pagi
estimasi jawa bali 30 estimasi lamaran,estimasi_budget,jawa,bali,0,0,30,lamaran,taman,
